label,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X
3,-12.96816914,-3.155546112,-0.497335986,3.508794475,-2.595337781,-2.408860249,3.17060137,4.578437624,1.809542083,0.927798362,2.002816823,0.566963801,0.92057085,0.473258743,0.477377239,-3.064890451,-3.076130727,-3.715696672,-0.258929864,-1.361346212,0.480541599,0.640832464,0.748440221,-0.150842638
3,-13.33478679,-2.057765817,-1.249929011,0.108265399,-2.16515614,-0.826023582,4.045265867,2.266306629,0.575470722,1.202237736,1.703316846,0.394485583,0.794238741,0.079419181,-0.441249313,-0.367767431,0.956098415,-0.223827952,-1.8228456,-2.825071252,-0.98455621,0.128362288,-0.199486288,-0.139029522
3,-12.88157114,-2.850652696,-0.959293568,0.08044535,0.581474056,-0.688033912,4.785358723,2.964500604,0.801949837,1.492910257,1.608455424,0.07925557,0.901822821,-0.962310331,-3.617535845,-1.236381865,2.763675712,4.146811424,0.038137733,-3.327413598,0.940809401,0.206787442,-1.286084693,0.031194947
3,-12.80393976,-3.2582809,-2.895171044,2.195903439,1.065994943,1.679638199,4.740492513,1.361863473,1.348088528,1.53712418,1.141976816,0.434240527,0.793075938,-1.713910217,-3.091022538,0.092373008,3.289446566,1.98466949,-1.437390534,0.104190145,1.055685028,-1.287011528,-1.247516143,0.366571735
3,-11.88085842,-3.998754067,-5.101018737,0.610402658,-0.065399754,2.558525996,2.880194648,0.039538804,2.834447282,1.070536303,0.354359798,0.59387875,-0.727730282,-0.721940422,-0.454103698,1.84087461,3.249893579,2.133729264,-3.466276952,3.047544912,0.36779303,-2.619771678,-0.747776385,0.255460626
3,-12.64552924,-4.054580457,-3.815600234,-0.018153743,3.092450614,0.527700699,2.841762104,3.885072746,1.142749541,-0.517092578,0.459090445,0.687031596,-1.349570729,0.991812994,3.168018629,3.824226279,2.730290094,-0.321693882,-5.723316569,2.199344736,-0.225983743,-0.110178914,-0.033455919,-0.291613882
3,-14.05237182,-3.53541355,-1.180234521,3.948785856,4.443086589,3.088528733,0.535308499,6.274213336,1.456308876,-1.409638882,0.828234032,0.336050974,-0.651540848,2.799421397,3.291565959,3.857515746,1.005786849,-0.332194646,-3.625979232,-0.837277514,-0.742207114,1.067128514,-0.129972287,-0.303501884
3,-13.74253915,-2.002231668,-0.103535209,6.263051258,2.907186912,0.932096009,-2.672039267,1.543543312,1.698182116,2.611943401,0.854855821,0.125733592,0.335929471,1.272537401,0.325565157,0.091124929,-3.744821913,0.028141398,-0.432904024,-3.405351972,0.100154187,1.930150622,-0.058024256,-0.189987515
3,-12.30966474,-0.825796366,-2.019702311,3.256073777,1.535912372,1.858036373,0.198126486,-0.04561275,1.443420323,1.106711085,-0.038481321,0.419274926,0.235074804,-0.892948365,-1.181772278,-5.771469221,-2.422314324,-0.56845478,2.491225874,-1.646881111,-0.273683213,1.26172861,-0.61462056,0.134016142
3,-13.01298857,-3.500582948,-2.907518602,0.464889691,-1.071195147,1.185158976,2.360997075,1.93695783,1.299425098,1.119958372,0.805411737,0.360438347,-0.529236449,-1.453410263,-0.834737111,-6.253802448,0.591774854,0.182265425,2.947129358,3.298643067,0.552189431,-0.403222571,-0.232696566,0.244420484
3,-14.0645349,-4.125660457,-1.550901241,-1.809337192,2.798806133,2.10931508,1.75562914,3.607184411,1.245162566,1.228946548,-0.068974766,0.41972281,-1.29164458,-1.182412649,1.968755219,-2.203343501,-0.410890652,-0.91226086,1.919525327,2.565218967,0.936533821,0.081057849,1.110552041,0.133479153
3,-13.65895874,-2.532415016,-1.59004141,-0.584946929,3.163402312,1.079854792,0.969903443,4.665109332,2.625595141,1.945991813,0.521057695,0.492140375,0.008354674,1.341801819,2.517258794,-0.054706073,-1.562542786,-0.455325444,1.669065728,-0.511166347,-1.12655021,-1.05417943,0.984987033,0.213330411
3,-13.92414652,-3.083499306,0.274691921,0.475976835,-1.197722336,0.542297174,3.772961292,2.43813995,2.185136033,0.815281138,1.769523761,0.553642642,1.560929291,1.887112616,0.783324185,1.677193897,-3.879929521,-1.780313436,1.466813287,-0.823183727,-1.528081414,-1.032296473,0.068472045,-0.059302609
3,-13.07065075,-2.008960794,-0.044426993,-0.759826432,-1.416745092,1.285679763,3.855929592,1.75473054,-0.86038695,-0.254478069,1.363643024,0.613474047,0.845719257,0.540509528,1.776973584,0.310035632,-3.183199178,-0.205724834,0.312423791,-2.200526532,-1.402537284,-1.199704494,-0.469567806,-0.084805808
3,-12.01729496,-1.556718644,-1.148722173,0.793893404,-0.731014447,-0.66406756,2.512835997,3.827598217,0.696031491,0.78073678,-0.387559363,0.27010206,-0.29659792,-1.171457623,0.472298747,0.430016355,1.405285539,0.914933745,-1.576008649,0.248460948,1.593432689,-0.3586888,-0.373715227,-0.223280803
3,-13.34380564,-2.485041055,1.787126013,-0.278851765,-1.8447504,1.374449909,2.068601778,0.6695904,1.266341485,0.163707252,0.895247548,0.506701955,-1.25847237,-1.282458523,0.456860927,-0.079314283,1.181161986,0.414257652,-2.04850064,2.152262087,2.620227205,0.326058349,0.678117982,-0.180182492
3,-14.23246596,-4.602645611,0.067363539,0.880514034,1.124208626,1.870312718,2.302612226,3.353401442,3.511920849,0.068155278,1.443148659,0.272107484,-0.999690372,-1.322675903,-2.24486646,-0.756028818,0.010285459,2.348524925,0.145756741,2.506447557,0.400484831,0.943655417,1.619825609,-0.091455268
3,-13.85077381,-2.409685095,0.032821543,-0.922108171,-0.57261365,0.639876102,0.888290517,5.220222058,1.662009179,0.590900205,1.465465985,0.342197596,0.891354451,-0.327489376,-3.405204514,0.892681214,1.707457507,0.159432412,-0.55868912,2.963801094,-0.949142484,0.126754318,-0.338163837,-0.039917603
3,-13.26334644,-3.578410477,-3.638869627,-0.01852162,-1.351654634,3.226006731,3.321626738,5.311953724,1.09892489,1.982623428,1.757069832,0.215171337,1.071258671,0.297763029,-2.305206986,0.617827196,2.306054441,-0.387332162,-1.266794408,-0.405992867,-1.208459707,-0.343493105,-1.141956067,0.185021968
3,-12.49133372,-3.488392684,-1.467564175,1.509687882,1.954367491,0.93575152,0.721060842,4.1360159,1.049125739,-0.603395347,0.231041207,0.475293623,0.428622976,0.13882417,-1.492300347,1.354447741,2.849417849,-0.200674409,-1.503766906,-5.014135922,0.92312841,0.176178911,-0.390544061,0.326112566
3,-13.305298,-3.616647273,-2.640254081,0.591356801,3.319799717,1.141376766,0.486035451,3.28651522,2.005673009,0.150063396,0.347426948,0.483092423,0.440582287,1.493839358,0.856717714,-0.010831806,0.311293702,-0.626072758,-3.009520188,-4.269046887,0.891980251,-0.198083197,0.239056254,0.37154844
3,-13.18686356,-2.182330442,-2.704936751,0.804624229,1.365785949,1.381179471,0.050435801,-1.288262573,2.593327735,1.771448588,1.584471335,0.697405903,0.515188131,1.034136344,-0.417518013,1.759535128,-2.845159141,0.02426761,0.641844182,-1.947716098,0.20677685,2.569971218,1.13731598,-0.282525772
3,-12.25470809,-1.990682561,-1.735106769,0.317762497,-0.590423309,2.064183618,-0.857341023,1.62052263,1.664794269,0.498076666,1.43893915,0.661437857,0.402346376,-0.335503803,1.283323093,1.423146363,-3.068971665,0.580195407,1.626037912,0.749721943,1.018379976,1.309886972,-0.107262525,-0.652724975
3,-12.24384648,-2.750170524,-2.54641485,4.285787726,-0.358259708,0.510749509,2.355515352,2.047438048,1.529730384,3.077554846,1.391259075,-0.037667751,0.20300099,-2.136231011,0.131215874,-0.39513118,-0.57291362,1.615983637,0.18810526,3.029644987,0.808234731,0.024679905,-0.909549397,-0.711552804
3,-13.17328697,-3.835982937,-0.794530391,0.985494598,-0.421634952,2.446884858,1.772552544,2.743247824,4.065041648,1.461840726,0.283139291,-0.128458212,-0.89758243,-0.745759955,-0.398768153,-0.583253739,1.892940237,2.050187076,-0.494234601,0.089955739,0.276201312,-0.80890728,-0.654136192,-0.242549354
3,-12.42307263,-4.46402677,-2.978401129,-0.121938592,0.42202134,3.613804308,-0.982353093,2.694842311,2.605556141,1.326586415,0.798047168,0.025024732,-1.498229337,0.622860083,-1.056898889,-1.269734266,2.394384062,1.824950645,0.574118729,0.232340494,-0.682499073,-1.420273356,-0.3686682,0.562125574
3,-13.51146865,-2.25239437,-2.117265859,1.646745048,1.858846523,3.587936832,0.070241297,1.431754107,1.541183358,0.16019996,0.754340815,0.266267585,-1.000099864,0.208191937,-1.293679419,0.677896965,1.002064657,-0.290841556,3.099502413,1.780275515,-3.019392649,0.411241792,-0.064170876,0.507883376
3,-14.32209965,-2.607674682,-3.470395449,2.050561103,2.093075648,2.677649489,4.067849069,3.051695648,1.76791092,1.597965194,0.602656013,0.608157711,0.122440468,0.362634124,-0.676709214,-1.489910701,-0.778673868,-0.477759677,2.600610648,0.347561629,-2.498849163,1.219588396,-0.228632429,0.124227474
3,-13.72392327,-4.451871076,-2.489052359,0.916090199,0.245934879,2.478699932,3.896705083,5.235234428,-0.045224715,1.943014024,0.284578555,0.341800361,0.549465409,1.580650205,1.032147664,-3.082967775,-3.258849057,-1.45884805,-1.418277553,-0.370723975,-1.492394531,1.57400254,0.748739514,0.026959774
3,-12.13318463,-2.820337231,-3.807571699,-1.991477218,0.06046636,3.451783242,1.005330986,1.314444593,-0.349513567,2.264561977,0.689979655,0.173599555,-0.505491438,2.467127554,3.71984888,0.038037765,-2.880783962,-3.262935185,-4.211082085,-1.239702147,-0.053799295,0.345809623,1.201412858,0.212736962
3,-13.78172805,0.224912212,-0.400456238,-0.956687454,-2.013122418,1.01259788,-0.525915991,1.744293671,0.361303805,2.187905379,1.833788266,0.523986324,-1.819429235,2.448783587,2.496316667,2.24228124,0.178446313,-2.881260831,-0.275876491,-1.020260553,0.909797383,-1.689580801,0.670540361,0.304806927
3,-15.05143441,-1.245374995,1.065079809,3.044006577,-1.098571646,-1.483702262,-0.037463522,2.937612805,1.483947718,1.99423395,1.630170444,0.836170173,-2.509964105,-0.372781667,0.809075773,2.934862378,0.062631242,-2.783479404,3.845672539,3.127738479,1.657778281,-0.976868475,-0.199645139,0.157724734
3,-14.99394223,-1.566176814,-1.180903113,1.761770162,1.093123353,0.624551438,4.0042876,2.893259492,0.402740718,-0.456193165,0.820293701,0.467725443,-0.874494132,-3.026769411,-1.627134059,0.4749939,-0.057307276,-1.518369202,4.159989359,3.710534481,1.86661766,0.232478775,-0.830718842,-0.369178441
3,-15.2920237,-2.483965219,-2.203734601,1.051587541,-1.398709662,-0.529412643,4.508738,5.4315694,2.116435398,2.121308536,0.897259229,0.438317096,0.573640166,-0.86849426,-0.500633458,-1.221730481,-0.534012869,0.423752505,-0.465780775,1.193636705,0.10794861,0.824328879,0.142538665,-0.450451545
3,-14.97317461,-3.695946792,-1.206750121,0.752012914,-1.949014324,-1.742100733,3.440967288,6.063117096,2.844986455,2.473086249,0.95416561,0.169145201,1.007645216,1.18288794,0.702888094,1.560750316,-0.112350148,0.686412319,-6.138834555,-2.625689179,-1.354420939,1.419508521,0.817751127,0.271216472
3,-14.20135797,-1.483231396,0.327053127,1.716289479,-0.378522112,0.33525258,-0.454474529,3.143139061,0.424747763,1.766087562,1.777042487,0.309782977,1.418142701,2.377116508,0.479495863,3.179854923,4.102133056,2.830872238,-6.74780216,-3.427789309,-3.368427144,-1.524131767,0.603332656,0.187823706
3,-14.02780726,-0.292211815,-1.391964836,3.770544667,0.414504356,1.221837304,-2.722357968,0.098940894,-0.783046874,1.850680105,1.607028762,0.93881721,0.484321481,1.775452212,-0.912609356,1.073614072,4.28017908,4.76536672,-2.381284204,-2.102664356,-0.24040037,-1.670033296,0.006806317,0.181758277
3,-13.63749331,-0.620157946,-1.391883449,4.31210405,3.572730582,2.234926695,-2.531302613,3.271973538,-1.122188654,0.146313958,1.475826637,0.335216651,0.291706396,1.691773659,-1.377170615,-1.890456436,1.623611678,3.011191974,2.295315268,-0.91571874,3.9864993,-0.270437324,-1.160561912,-0.536081818
3,-14.52862471,-1.464305199,-1.716195868,1.064526736,2.495627949,4.456112291,0.907455023,2.844703323,3.257854108,0.777923106,1.11498301,0.429065779,0.207970142,0.18141949,0.285443344,-3.241188806,1.545917044,3.917426041,5.891702965,-0.645987053,2.630438919,-0.223324677,-1.487977578,-1.175135353
3,-13.51338965,1.640475785,-1.576587279,0.23361379,1.016333608,3.234903048,1.173591877,0.396679736,4.384046223,1.896810076,0.282222495,-0.239464035,0.748669435,-0.461702519,1.300174059,-4.212938295,-0.196243765,2.083007808,2.93832551,-3.28622884,-0.781963531,0.346716751,-0.084473568,-0.492711611
3,-13.77790388,-1.150399445,-0.871447904,0.948006588,4.011578409,6.597988189,4.262749234,0.567607216,0.409494067,0.640445031,-0.028135533,-0.536545477,1.384259538,0.301030369,1.962800605,-1.620061528,2.680515191,-0.741058014,-0.011509459,-0.803708065,-4.899500449,-0.205823403,0.463764789,-0.284151379
3,-12.88984958,-1.469664602,0.136003658,-1.949043318,2.520389704,4.288500458,0.198538547,-0.518821668,-0.87095393,0.735128122,1.920675557,0.078954862,0.366457234,-0.751030812,0.514873717,1.71720051,4.232833187,-0.74097113,0.002435377,1.165514665,-4.032155355,-0.937736865,0.619358608,0.191061367
3,-12.76400544,0.542310548,0.37170957,-0.274237002,5.764372688,2.817726565,1.377717499,2.096891927,-1.463896489,1.050028978,0.991403663,-0.156370738,0.413983658,1.178359653,-0.166705301,1.385585017,-0.361657136,-3.530578244,-1.475370371,3.366843806,0.948933348,-0.466180438,-0.972937422,0.432658632
3,-13.47065302,-0.332425429,-1.425855441,3.42053635,6.489186249,4.013577166,2.619760811,1.380309378,-0.727491532,0.285412805,0.701490809,-0.142959353,0.138409252,0.123211783,-0.124072391,1.344025102,-2.00218779,-2.517192119,-0.797735352,3.094124443,3.632826745,-0.500021638,-2.677253886,0.032441838
3,-12.86652667,0.048520448,-0.340576306,0.341594279,1.484694431,1.43958247,0.839082546,4.668307402,1.76116289,0.166032031,-0.877949292,0.223399578,-0.240570729,-1.474821962,1.43205095,2.129330728,-5.794973745,-3.563507517,-2.523712857,3.517720308,4.486089368,-0.038730543,-1.159451996,0.196185091
3,-12.63097508,-1.037951878,0.306038009,-0.240921306,1.656947147,1.201784327,-0.728747004,2.836657259,2.965756498,0.427094137,-1.160528794,-0.062267539,-0.753605165,-2.478317306,1.434394433,-0.410015752,-4.963646323,-4.024054263,-0.592887253,4.392241495,4.062057343,0.557162857,0.337746065,0.240109859
3,-13.54470051,-1.317159171,1.65383927,4.750487919,-0.511968378,-1.121638291,-0.733597879,6.645298448,3.418613547,0.921092498,0.183235471,0.097560992,-1.190694352,-2.921850567,-2.137888584,-1.148473997,-0.581391731,-0.061865329,1.853086883,0.590974992,0.837430033,1.612321139,2.195526356,0.374740512
3,-14.26197385,-3.367061578,-0.271471579,0.601065902,0.042048169,-0.741893847,2.516770143,6.980176098,4.536869154,0.743626857,0.677517525,0.280124728,-0.475779525,-2.518269375,-4.637624105,-0.919295168,-0.306042542,3.776370689,3.09837026,-3.03577799,-4.815555591,2.800174925,2.174062843,0.455613205
3,-13.83706882,-3.169700552,-3.258654387,-1.80211032,1.420056323,2.318623563,1.995954297,3.48301047,2.231751613,2.42624738,1.496317082,0.614314213,1.204404095,-0.774395464,-3.985574971,-2.214827194,0.611486728,6.447133904,0.463596502,-7.025270465,-6.068116466,2.22240918,1.001460911,0.148361729
3,-13.19846022,-3.88908525,-4.194151321,1.656435062,0.231870984,5.146209435,2.554032298,-0.135865736,-3.664145922,3.874779084,1.444024666,0.362775658,2.499924311,1.035068897,-1.181649545,2.092867058,-1.117701879,2.510060559,-1.950763708,-7.396387062,-2.900862249,0.178017453,0.616805598,-0.174543784
3,-12.26985118,-2.217740531,-2.363183316,0.900562547,0.310350307,5.605010924,-0.056834203,-0.334586331,-1.583053614,2.689130154,1.302173268,0.27877812,1.327125112,1.125429704,1.380427113,1.447085454,-1.152841843,-1.282206067,-1.150487498,-2.743243585,1.148432627,-1.658544095,0.195725332,-0.030656778
3,-11.2956962,-2.290438243,-2.491681432,2.389030056,-1.079651642,1.380003311,0.617018831,-2.205606093,2.092978393,0.879211649,1.69979783,0.186077099,0.843641448,2.211620079,0.046691902,-0.362781578,0.815533234,-4.102898069,-0.871940793,1.179005783,2.960386404,-1.587693539,0.39281674,0.003186914
3,-12.79776315,-2.280879499,-2.039248662,0.002220364,0.346554872,2.278417523,1.238729783,0.403015272,1.075838396,1.436214956,1.662018498,0.656678325,-0.277292955,-0.064066118,-0.373291835,-0.42088224,-0.358309302,-4.520462121,1.957632944,3.275768069,0.661453577,-0.076894988,-0.108026106,-0.117982928
3,-11.66904206,-0.540085647,-4.286080794,1.561433785,1.437068552,0.655159032,0.598339115,1.263842137,-0.553012321,2.119696376,1.853327161,0.178605926,-0.637912497,0.178771562,-0.124835359,-4.271683797,-0.838899322,-0.610712711,3.482904603,5.164754668,-0.858101274,-0.174386583,-0.774445523,0.111263257
3,-12.49911769,-3.189016007,-2.025921387,0.683037323,-1.485473743,-0.813260118,2.88895507,2.844341657,0.732122108,1.953545309,1.063369444,0.105539314,0.143660695,0.504817867,1.450189229,-1.486272495,-2.458745598,-0.981798513,1.171643805,-0.128441821,-0.112094541,-0.372689961,-0.887206352,0.119691911
3,-12.40188768,-1.568212647,-2.685598109,-4.35890412,-1.421986317,2.009773065,5.016263091,4.320862716,0.977684627,0.358966599,0.837454073,0.62854149,-0.834550783,0.92809545,3.013748587,0.33947002,-3.243602768,-0.312843584,-1.252573454,-0.167755966,3.239146624,-0.179784715,-0.859682521,-0.116490495
3,-12.2158493,-1.009589199,-0.664206161,0.732980574,-1.91203609,0.128412737,0.787233502,-1.31815775,0.142348111,1.757544902,0.839145514,0.61124841,0.012382275,2.315045249,-0.183319125,1.659286897,0.968791224,-1.555265583,-1.945856367,-0.525937912,1.809502531,-0.298633608,-0.283711311,-0.508282472
3,-13.06250243,-0.237655875,-0.446315525,2.04566719,-3.215054426,-0.284942771,-0.229660282,3.093457892,4.600594614,1.948019506,0.675915344,-0.248984364,0.136528483,2.188422847,-0.473355847,2.860160801,3.822236353,-3.622573643,-0.756166202,-1.10317454,-0.023670893,-0.582814705,0.383652395,-0.576029249
3,-12.1502369,-0.381726518,-3.420541366,-0.030317986,0.864247147,-1.998800574,2.593132206,2.669137201,1.634920911,0.711068443,0.718571842,-0.218121467,-0.619732585,1.242653095,-1.596363324,2.476616844,5.159471371,-0.236313385,1.196044689,0.163489953,-1.018997616,-2.635750358,0.483817141,-0.124746882
3,-12.22990116,1.400490283,-2.017464277,0.312986362,2.923226594,-2.360480744,2.979064437,0.672453431,0.195891887,0.00798277,1.473219501,0.179182555,-1.215336883,-0.948645681,-1.675664276,3.87486964,2.739238608,4.808752597,1.125074229,-0.709994929,-2.344113228,-2.872439709,0.037840147,0.361297473
3,-13.56174881,0.035317365,-2.273176772,5.314246254,2.758030456,0.811711646,0.976938177,0.13757941,0.81620305,-1.226062266,1.166219148,0.210044627,-1.447866149,-2.717235064,-2.341755758,3.968741529,-1.632781473,8.893793898,-0.866699725,0.387334912,0.905536214,-0.436978249,-0.369386662,0.146170987
3,-14.1797518,-1.869146339,-3.533494236,5.185689531,-0.053088169,5.522930015,2.266048077,3.294244394,1.493783702,-1.392074703,0.508851912,0.078878799,0.082556804,-3.233122356,-3.387767049,-0.558359977,-2.431728685,6.157668479,-0.226855195,1.393372746,0.407036265,2.382398516,-0.389540199,-0.009604099
3,-13.34711081,-2.822760804,-6.175160023,3.486442723,-0.096767681,7.400184893,1.649590799,1.939244088,2.344279325,0.755629806,0.646675643,0.051286893,1.449243103,-0.266922234,-1.336025621,-4.644287354,-0.560504664,-1.257343013,1.596121743,0.768171085,-1.454665852,3.498840716,-0.658464293,-0.037075638
3,-12.21338495,-2.020154167,-5.148123225,0.389348162,0.703032634,3.58178535,2.302455333,1.86168021,0.042408147,2.590734508,1.148680956,0.244155274,0.55859602,1.35096618,2.269271102,-4.27645184,1.293290025,-4.187497295,0.195174937,-1.91790398,-1.693390634,2.750873403,0.030931134,0.319475923
3,-12.37106758,-0.289562073,-3.469900709,0.745985907,1.539213058,-0.103730541,3.352917162,2.006118129,-0.640107951,2.030794202,-0.141391814,0.071792932,-1.096816879,1.829656577,6.006898452,-0.574733851,0.609723992,-5.358687752,-0.543693655,-0.379334973,-2.378470209,0.806136339,-0.004581438,0.39770606
3,-13.82987938,-1.109296433,-1.482217241,0.141240179,1.0688565,2.993641789,1.7071473,0.383951404,0.445891388,2.096653204,0.949282341,0.547839663,-0.865953584,0.729674807,3.877722218,0.939743866,-0.684262087,-3.163102294,-0.959668279,0.105546934,-0.667663648,-0.121113671,-0.505158834,0.109827838
3,-14.18408891,-0.533704805,1.002234663,2.748395937,0.634906374,-0.343774954,1.131704333,2.109106031,-1.425167609,2.211874967,0.739502793,0.496003788,0.344271332,-1.046177743,0.640699925,-0.511079643,0.467653602,2.218469201,-0.655885789,-0.584857217,0.776642711,-0.597316028,-0.804742145,-0.178129766
3,-12.60580466,-0.80357059,-1.567607584,0.797758947,0.128792845,-1.042845883,1.973559329,1.96850666,-0.566557496,2.318523618,-0.049504598,0.196791603,0.904080486,-1.923971035,-1.073676436,-2.267971506,0.587842824,3.997280594,0.470215884,0.033012707,1.850085606,0.070435272,-0.904783365,-0.35604636
3,-12.46669794,-2.011691608,-2.466155651,-0.348892941,2.710725288,5.242217096,2.235882464,0.336554676,1.031080557,1.023884953,-0.849111562,-0.019877687,-0.664924537,-2.425189407,-2.541311747,-2.407081361,-0.142742039,5.584782813,2.221656101,-1.257594031,3.205485182,0.351381743,0.397832646,0.04979645
3,-13.33245414,-3.256259584,-1.358536738,-1.712072641,0.912711278,6.196566654,1.860382061,1.319746142,1.992895713,2.796301118,0.386414471,0.27171086,-2.247701901,-2.206555846,-0.398067996,0.217322847,-0.204219647,4.869545195,2.37519358,0.423831603,1.541265389,-1.194672957,1.103715286,0.386502336
3,-14.81815098,-2.945144418,-2.914268381,0.39268969,0.028834099,4.413692995,4.520777118,0.547095243,2.103333559,2.500058832,1.118292228,0.533238834,-1.113724871,-0.67188176,1.841389889,0.030671806,-1.086018962,-1.981733501,1.867581559,4.365266431,-0.02380212,-1.069660748,1.010994863,0.345465881
3,-14.80163099,-3.646677954,-1.940653212,0.752951902,1.163408969,6.67573396,4.393902371,2.498983781,1.209214086,-0.211572757,0.622366436,0.499986846,1.834801548,0.88981047,1.32125297,1.29151414,-0.626459996,-3.847380351,0.090529272,5.560730587,-0.987633579,-3.243950604,-0.882939918,-0.185897563
3,-13.40269682,-2.824305064,0.586987419,-1.535397503,0.956348,2.030033192,3.770494648,6.294835503,1.387218191,0.923330769,0.549404749,0.384183141,3.107817598,1.93135648,0.664626084,2.222768999,1.025463535,-4.669247025,-1.678121105,2.698894538,-1.459496279,-1.904868882,-1.274361781,-0.528876152
3,-11.2879789,-1.981963555,-1.127285183,1.189242165,-0.490735666,1.617326029,2.371317204,6.786971892,0.869503028,-1.281260756,-0.653551667,0.067392361,1.567130766,2.136588092,-0.227155786,1.428809641,0.56580362,-5.762713018,-1.735659755,-2.749341256,-1.176558614,1.385529657,0.318680172,-0.222330299
3,-11.91325063,-0.880466898,-2.32401327,3.508698058,2.39410172,-0.060973576,3.014888044,2.451442995,0.08394467,0.177599509,-0.155291392,-0.043778151,-0.373016735,0.58518625,-1.614854524,1.91911524,0.563843959,-2.185591684,-1.428842445,-3.533601863,0.495240044,1.327869965,1.105791643,0.001843797
3,-13.19565794,-1.413714899,-0.825886546,0.374118583,1.293237539,-0.922832182,2.168216039,0.296668151,0.096012925,2.239587358,1.452734765,0.380472044,-0.984863594,0.486441514,0.362362474,-2.154837937,1.139569945,-0.748601396,0.22119364,-0.698762015,0.805732148,2.562320508,1.360219421,0.106964303
3,-13.0083824,-2.230650018,-1.985993686,1.750837148,0.910127335,0.021724771,1.728781563,4.239584579,2.516823309,1.154711659,1.154948997,0.230408995,0.14292211,1.498342171,1.494201063,-3.238700989,-2.196712924,-1.76100858,-1.890966706,1.243786063,0.429729922,2.21497413,0.762079807,-0.019268331
3,-12.2177084,-0.577209724,-0.752751264,-1.164084286,1.960606444,0.45307476,3.346160905,4.844758078,0.861661932,2.073663931,0.73165727,0.090745243,0.925518933,1.36299333,-1.123336082,-1.101253954,0.486198211,0.54393391,-0.924764727,-0.98569123,-0.972148517,0.281105369,-0.694461108,-0.36282043
